room_id	host_id	room_type	country	city	neighborhood	reviews	overall_satisfaction	accommodates	bedrooms	price	property_type
11180258	14512351	Entire home/apt	France	Paris	Epinettes	2	0.0	2	1.0	36.0	Apartment
4160079	8296103	Entire home/apt	France	Paris	Ternes	1	0.0	2	1.0	24.0	Apartment
18532160	128659681	Entire home/apt	France	Paris	Grenelle	17	3.5	2	0.0	30.0	Apartment
19742816	139237176	Entire home/apt	France	Paris	Jardin-des-Plantes	0	0.0	2	0.0	37.0	Apartment
6998335	4642544	Entire home/apt	France	Paris	Roquette	4	5.0	2	0.0	37.0	Apartment
20066502	69019076	Entire home/apt	France	Paris	Saint-Merri	0	0.0	2	0.0	27.0	Apartment
12246683	6872942	Entire home/apt	France	Paris	Folie-Méricourt	12	4.5	2	1.0	36.0	Apartment
13122346	4056982	Entire home/apt	France	Paris	Saint-Ambroise	4	3.0	2	0.0	30.0	Apartment
18379978	23388895	Entire home/apt	France	Paris	Père-Lachaise	0	0.0	4	1.0	41.0	Apartment
20089832	101657005	Entire home/apt	France	Paris	Arsenal	0	0.0	2	0.0	40.0	Apartment
20092075	141825157	Entire home/apt	France	Paris	Belleville	0	0.0	4	2.0	30.0	Apartment
12062257	64617737	Entire home/apt	France	Paris	Saint-Fargeau	1	0.0	3	1.0	30.0	Apartment
19599650	16334238	Entire home/apt	France	Paris	Saint-Georges	0	0.0	2	0.0	40.0	Apartment
7254156	37981057	Entire home/apt	France	Paris	Hôpital-Saint-Louis	33	5.0	2	0.0	36.0	Apartment
14080303	84636454	Entire home/apt	France	Paris	Porte-Saint-Martin	4	5.0	2	0.0	36.0	Apartment
9912880	50968806	Entire home/apt	France	Paris	Clignancourt	12	4.5	2	0.0	35.0	Apartment
20059051	10991443	Entire home/apt	France	Paris	Grandes-Carrières	0	0.0	2	0.0	36.0	Apartment
14326144	87662151	Entire home/apt	France	Paris	Saint-Vincent-de-Paul	0	0.0	2	0.0	36.0	Apartment
9539078	49407959	Entire home/apt	France	Paris	Rochechouart	11	4.0	2	0.0	15.0	Apartment
20042667	142375038	Entire home/apt	France	Paris	Clignancourt	0	0.0	2	0.0	36.0	Apartment
54821	257849	Entire home/apt	France	Paris	Amérique	32	5.0	3	1.0	37.0	Apartment
11972971	63973771	Entire home/apt	France	Paris	La Chapelle	19	4.0	2	1.0	34.0	Apartment
19321233	135229375	Entire home/apt	France	Paris	Amérique	4	3.0	2	1.0	24.0	Apartment
20131394	9065993	Entire home/apt	France	Paris	Saint-Vincent-de-Paul	0	0.0	2	0.0	39.0	Apartment
19792272	131959304	Entire home/apt	France	Paris	Hôpital-Saint-Louis	1	0.0	2	0.0	39.0	Apartment
14704470	23109722	Entire home/apt	France	Paris	Clignancourt	0	0.0	2	0.0	39.0	Apartment
19995229	40354088	Entire home/apt	France	Paris	Saint-Ambroise	0	0.0	4	1.0	40.0	Apartment
18381711	127310441	Entire home/apt	France	Paris	Porte-Saint-Denis	13	3.5	2	0.0	24.0	Apartment
20061098	142564964	Entire home/apt	France	Paris	Combat	0	0.0	2	0.0	36.0	Apartment
13914050	82551995	Entire home/apt	France	Paris	Belleville	0	0.0	2	0.0	33.0	Apartment
14442052	88905253	Entire home/apt	France	Paris	Porte-Saint-Martin	2	0.0	8	1.0	35.0	Apartment
20097917	30522991	Entire home/apt	France	Paris	Charonne	0	0.0	2	1.0	34.0	Apartment
20097691	45706213	Entire home/apt	France	Paris	Père-Lachaise	0	0.0	2	0.0	39.0	Apartment
20042973	121247774	Entire home/apt	France	Paris	Folie-Méricourt	0	0.0	2	1.0	39.0	Apartment
16454370	105395593	Entire home/apt	France	Paris	Gare	3	2.5	2	1.0	30.0	Apartment
20067287	142621333	Entire home/apt	France	Paris	Belleville	0	0.0	2	1.0	36.0	Condominium
20092707	142401032	Entire home/apt	France	Paris	Epinettes	0	0.0	2	0.0	39.0	Apartment
20060027	142554207	Entire home/apt	France	Paris	Batignolles	0	0.0	2	1.0	33.0	Apartment
20132334	137688606	Entire home/apt	France	Paris	Belleville	0	0.0	4	1.0	41.0	Apartment
18825283	72917149	Entire home/apt	France	Paris	Combat	5	3.0	2	0.0	31.0	Apartment
20086332	142813218	Entire home/apt	France	Paris	Muette	0	0.0	2	0.0	33.0	Apartment
20060287	80756074	Entire home/apt	France	Paris	Belleville	0	0.0	2	0.0	39.0	Apartment
20081770	4026630	Entire home/apt	France	Paris	Villette	0	0.0	2	1.0	40.0	Apartment
20090501	136183170	Entire home/apt	France	Paris	Goutte-dOr	0	0.0	2	0.0	39.0	Apartment
20105208	58354786	Entire home/apt	France	Paris	Saint-Lambert	0	0.0	2	1.0	41.0	Apartment
19188908	134224951	Entire home/apt	France	Paris	Porte-Saint-Denis	3	3.0	2	0.0	28.0	Apartment
20062178	142558885	Entire home/apt	France	Paris	Saint-Lambert	0	0.0	3	0.0	36.0	Apartment
2091136	10671822	Entire home/apt	France	Paris	Roquette	0	0.0	2	1.0	36.0	Apartment
20063170	142581688	Entire home/apt	France	Paris	Clignancourt	0	0.0	2	0.0	33.0	Apartment
20103441	89932949	Entire home/apt	France	Paris	La Chapelle	0	0.0	2	0.0	36.0	Apartment
20116618	42351244	Entire home/apt	France	Paris	Folie-Méricourt	0	0.0	2	0.0	36.0	Apartment
19994746	6655457	Entire home/apt	France	Paris	Combat	0	0.0	2	1.0	33.0	Apartment
20129316	143114167	Entire home/apt	France	Paris	Grandes-Carrières	0	0.0	2	1.0	36.0	Apartment
19973338	82762297	Entire home/apt	France	Paris	Sainte-Marguerite	0	0.0	2	0.0	36.0	Apartment
20131158	24323108	Entire home/apt	France	Paris	Folie-Méricourt	0	0.0	2	0.0	40.0	Apartment
20079687	142745756	Entire home/apt	France	Paris	Sainte-Marguerite	0	0.0	2	0.0	34.0	Apartment
20052433	142467628	Entire home/apt	France	Paris	Parc-de-Montsouris	0	0.0	2	0.0	36.0	Apartment
20132392	21729254	Entire home/apt	France	Paris	Muette	0	0.0	2	0.0	27.0	Apartment
20131798	7692438	Entire home/apt	France	Paris	Bel-Air	0	0.0	3	0.0	30.0	Apartment
20130992	31068079	Entire home/apt	France	Paris	Porte-Saint-Martin	0	0.0	2	0.0	30.0	In-law
8171127	8816961	Entire home/apt	France	Paris	Plaine-Monceau	1	0.0	10	5.0	2414.0	Apartment
5814840	8816961	Entire home/apt	France	Paris	Chaillot	0	0.0	11	5.0	3621.0	Apartment
13765256	48866007	Entire home/apt	France	Paris	Halles	0	0.0	6	3.0	1618.0	Apartment
7474143	26321785	Entire home/apt	France	Paris	Europe	0	0.0	1	1.0	2053.0	Apartment
13658093	8816961	Entire home/apt	France	Paris	Europe	0	0.0	8	4.0	2414.0	Apartment
3826186	19686229	Entire home/apt	France	Paris	Petit-Montrouge	10	4.0	3	1.0	2414.0	Apartment
13175810	33709006	Entire home/apt	France	Paris	Père-Lachaise	0	0.0	3	1.0	3018.0	Apartment
17971320	123412832	Entire home/apt	France	Paris	Montparnasse	0	0.0	16	0.0	3621.0	Apartment
13631951	48866007	Entire home/apt	France	Paris	Plaisance	0	0.0	8	4.0	3682.0	Villa
15977088	64224220	Entire home/apt	France	Paris	Halles	0	0.0	5	3.0	1811.0	Apartment
8620766	2872464	Entire home/apt	France	Paris	Porte-Saint-Martin	17	4.0	6	2.0	2414.0	Apartment
7058091	36966828	Entire home/apt	France	Paris	Porte-Dauphine	19	5.0	16	7.0	1931.0	Apartment
7225849	34063120	Entire home/apt	France	Paris	Clignancourt	23	5.0	8	2.0	11323.0	Apartment
13893101	82226154	Entire home/apt	France	Paris	Champs-Elysées	0	0.0	4	2.0	3018.0	Apartment
11145318	8816961	Entire home/apt	France	Paris	Champs-Elysées	0	0.0	12	5.0	3621.0	House
15154829	2856748	Entire home/apt	France	Paris	Faubourg-du-Roule	0	0.0	14	6.0	2173.0	Apartment
18874196	48866007	Entire home/apt	France	Paris	Chaillot	0	0.0	4	2.0	3726.0	Apartment
16385121	18859496	Entire home/apt	France	Paris	Combat	1	0.0	2	0.0	6036.0	Apartment
18064066	7608379	Entire home/apt	France	Paris	Gros-Caillou	0	0.0	10	4.0	10865.0	Apartment
18740002	3648348	Entire home/apt	France	Paris	Muette	0	0.0	6	3.0	2656.0	Apartment
19991223	76104209	Entire home/apt	France	Paris	Monnaie	0	0.0	8	4.0	3018.0	Apartment
2995800	14624625	Entire home/apt	France	Paris	Grandes-Carrières	9	5.0	4	1.0	10922.0	Apartment
8537243	23260520	Entire home/apt	France	Paris	Grenelle	0	0.0	5	3.0	2414.0	Apartment
1529759	7058188	Entire home/apt	France	Paris	Saint-Germain-des-Prés	3	5.0	6	3.0	2150.0	Apartment
14816222	4777697	Entire home/apt	France	Paris	Plaisance	0	0.0	10	5.0	3621.0	Villa
17207621	64224220	Entire home/apt	France	Paris	Chaillot	0	0.0	6	3.0	3260.0	Apartment
14210395	6272137	Entire home/apt	France	Paris	Chaillot	1	0.0	10	1.0	1557.0	Apartment
19819168	51711192	Entire home/apt	France	Paris	Porte-Dauphine	0	0.0	6	3.0	1811.0	Apartment
15815306	83483908	Entire home/apt	France	Paris	Muette	0	0.0	2	1.0	2060.0	Apartment
4999668	8816961	Entire home/apt	France	Paris	Champs-Elysées	3	4.5	9	3.0	1449.0	Apartment
19729219	76104209	Entire home/apt	France	Paris	Chaillot	0	0.0	8	4.0	1207.0	Apartment
18640850	2856748	Entire home/apt	France	Paris	Invalides	0	0.0	6	3.0	1265.0	Apartment
15826210	17652848	Entire home/apt	France	Paris	Enfants-Rouges	0	0.0	15	1.0	1087.0	Other
20042342	76104209	Entire home/apt	France	Paris	Saint-Thomas-dAquin	0	0.0	8	4.0	1087.0	Apartment
13615816	2856748	Entire home/apt	France	Paris	Chaillot	0	0.0	7	4.0	1328.0	Apartment
18681316	76104209	Entire home/apt	France	Paris	Saint-Gervais	0	0.0	7	3.0	1087.0	Apartment
16718860	8816961	Entire home/apt	France	Paris	Champs-Elysées	2	0.0	15	6.0	1449.0	Apartment
1382929	2003104	Entire home/apt	France	Paris	Place-Vendôme	19	5.0	8	5.0	1133.0	Apartment
19251048	2856748	Entire home/apt	France	Paris	Chaillot	0	0.0	8	4.0	1388.0	Apartment
11811465	2058013	Entire home/apt	France	Paris	Europe	1	0.0	8	4.0	1207.0	Apartment
19534503	25352824	Entire home/apt	France	Paris	Porte-Dauphine	0	0.0	5	4.0	1087.0	Apartment
12976100	18569336	Entire home/apt	France	Paris	Amérique	0	0.0	14	5.0	1068.0	Loft
17238395	31711910	Entire home/apt	France	Paris	Porte-Dauphine	2	0.0	7	4.0	1146.0	Apartment
16905683	25651798	Entire home/apt	France	Paris	Sainte-Marguerite	19	5.0	16	8.0	1087.0	Townhouse
19193632	8890566	Entire home/apt	France	Paris	Muette	0	0.0	6	3.0	1207.0	Apartment
11815308	4317352	Entire home/apt	France	Paris	Chaillot	10	5.0	6	3.0	1146.0	Apartment
12895647	66425448	Entire home/apt	France	Paris	Chaillot	2	0.0	7	3.0	1207.0	Apartment
2384250	12178962	Entire home/apt	France	Paris	Champs-Elysées	7	5.0	6	2.0	1298.0	Apartment
19988960	141802205	Entire home/apt	France	Paris	Champs-Elysées	0	0.0	6	3.0	1057.0	Apartment
10769269	55699319	Entire home/apt	France	Paris	Notre-Dame-des-Champs	16	4.5	8	4.0	1207.0	Apartment
16134555	104449149	Entire home/apt	France	Paris	Saint-Ambroise	3	4.5	2	1.0	1207.0	House
908350	4866960	Entire home/apt	France	Paris	Saint-Thomas-dAquin	17	5.0	6	3.0	1110.0	House
11559458	17652848	Entire home/apt	France	Paris	Enfants-Rouges	1	0.0	16	1.0	1449.0	Loft
19399125	76104209	Entire home/apt	France	Paris	Val-de-Grace	1	0.0	7	4.0	1207.0	Apartment
19048013	2856748	Entire home/apt	France	Paris	Gros-Caillou	0	0.0	6	3.0	1328.0	Apartment
20044575	142392848	Entire home/apt	France	Paris	Auteuil	0	0.0	15	6.0	1449.0	House
14231343	34252823	Entire home/apt	France	Paris	Grandes-Carrières	11	5.0	7	3.0	1062.0	House
5307851	3639820	Entire home/apt	France	Paris	Notre-Dame	34	5.0	8	4.0	1074.0	Loft
8289096	43119328	Entire home/apt	France	Paris	Sorbonne	1	0.0	6	3.0	1441.0	Apartment
4884557	12840850	Entire home/apt	France	Paris	Amérique	20	4.5	16	6.0	1087.0	House
3476249	8068713	Entire home/apt	France	Paris	Gaillon	0	0.0	2	0.0	724.0	Apartment
16789585	47639591	Entire home/apt	France	Paris	Chaillot	0	0.0	5	3.0	724.0	Apartment
14798132	48866007	Entire home/apt	France	Paris	Ternes	0	0.0	4	2.0	724.0	Apartment
270067	1414111	Entire home/apt	France	Paris	Madeleine	13	5.0	10	3.0	724.0	Apartment
18084257	76104209	Entire home/apt	France	Paris	Archives	0	0.0	5	2.0	724.0	Apartment
14443693	3038685	Entire home/apt	France	Paris	Montparnasse	0	0.0	8	3.0	763.0	Apartment
1824817	8053233	Entire home/apt	France	Paris	Porte-Dauphine	2	0.0	6	3.0	785.0	Apartment
16849219	104157605	Entire home/apt	France	Paris	Champs-Elysées	0	0.0	10	4.0	724.0	Apartment
4381425	10571310	Entire home/apt	France	Paris	Palais-Royal	0	0.0	4	2.0	785.0	Apartment
18251356	789620	Entire home/apt	France	Paris	Muette	1	0.0	6	3.0	749.0	House
14442510	4777697	Entire home/apt	France	Paris	Montparnasse	0	0.0	8	3.0	763.0	House
3117628	8682431	Entire home/apt	France	Paris	Champs-Elysées	2	0.0	6	3.0	724.0	Apartment
19560032	76104209	Entire home/apt	France	Paris	Saint-Thomas-dAquin	0	0.0	6	3.0	724.0	Apartment
13178301	9044891	Entire home/apt	France	Paris	Gros-Caillou	0	0.0	4	2.0	775.0	Apartment
16417636	51880267	Entire home/apt	France	Paris	Saint-Germain-des-Prés	0	0.0	1	3.0	736.0	Serviced apartment
3658459	16134660	Entire home/apt	France	Paris	Muette	1	0.0	8	5.0	785.0	Apartment
11385244	19848782	Entire home/apt	France	Paris	Champs-Elysées	0	0.0	3	1.0	724.0	Villa
5014635	8816961	Entire home/apt	France	Paris	Gaillon	8	4.0	6	1.0	785.0	Apartment
10461161	37257464	Entire home/apt	France	Paris	Champs-Elysées	7	4.5	5	2.0	724.0	Apartment
15581162	10467377	Entire home/apt	France	Paris	Sorbonne	0	0.0	6	3.0	775.0	Apartment
18435992	2856748	Entire home/apt	France	Paris	Bonne-Nouvelle	0	0.0	8	4.0	815.0	Apartment
9108491	47474093	Entire home/apt	France	Paris	Muette	0	0.0	4	2.0	724.0	Apartment
1080194	919364	Entire home/apt	France	Paris	Chaillot	6	5.0	6	3.0	729.0	Apartment
15595553	97888639	Entire home/apt	France	Paris	Europe	1	0.0	8	4.0	785.0	Apartment
19257110	76104209	Entire home/apt	France	Paris	Faubourg-du-Roule	0	0.0	6	3.0	785.0	Apartment
6198977	275667	Entire home/apt	France	Paris	Saint-Lambert	2	0.0	16	6.0	785.0	House
10586287	7608379	Entire home/apt	France	Paris	Gros-Caillou	10	4.5	9	3.0	785.0	Apartment
486114	2406155	Entire home/apt	France	Paris	Plaine-Monceau	23	4.5	8	4.0	723.0	Apartment
13794754	2856748	Entire home/apt	France	Paris	Faubourg-du-Roule	0	0.0	6	3.0	785.0	Apartment
546889	2667370	Entire home/apt	France	Paris	Mail	17	4.5	12	6.0	724.0	Apartment
7707984	7239393	Entire home/apt	France	Paris	Invalides	0	0.0	6	3.0	905.0	Apartment
13198400	34287324	Entire home/apt	France	Paris	Chaillot	0	0.0	8	4.0	845.0	Apartment
19067117	39148894	Entire home/apt	France	Paris	Notre-Dame	0	0.0	4	2.0	724.0	Apartment
19602812	2856748	Entire home/apt	France	Paris	Europe	0	0.0	6	3.0	785.0	Apartment
14018052	1632942	Entire home/apt	France	Paris	Auteuil	0	0.0	5	3.0	845.0	Apartment
6439834	20065662	Entire home/apt	France	Paris	Quinze-Vingts	0	0.0	12	6.0	821.0	House
19468942	2856748	Entire home/apt	France	Paris	Saint-Thomas-dAquin	0	0.0	6	3.0	724.0	Apartment
16473719	3048727	Entire home/apt	France	Paris	Porte-Dauphine	1	0.0	10	4.0	1026.0	Apartment
12816818	8816961	Entire home/apt	France	Paris	Porte-Dauphine	6	5.0	8	4.0	785.0	Apartment
1363359	7399919	Entire home/apt	France	Paris	Faubourg-du-Roule	1	0.0	6	2.0	799.0	Apartment
19583892	2667370	Entire home/apt	France	Paris	Europe	0	0.0	6	3.0	891.0	Apartment
16678391	64519660	Entire home/apt	France	Paris	Saint-Victor	0	0.0	8	3.0	766.0	Apartment
4229424	20925627	Entire home/apt	France	Paris	Champs-Elysées	0	0.0	4	2.0	845.0	Apartment
1922217	7338261	Entire home/apt	France	Paris	Val-de-Grace	11	5.0	6	3.0	833.0	Apartment
19010147	97888639	Entire home/apt	France	Paris	Saint-Thomas-dAquin	0	0.0	6	2.0	845.0	Bungalow
18150354	2856748	Entire home/apt	France	Paris	Chaussée-dAntin	0	0.0	6	3.0	845.0	Apartment
5312245	2856748	Entire home/apt	France	Paris	Halles	1	0.0	8	4.0	845.0	Apartment
19200792	2856748	Entire home/apt	France	Paris	Saint-Thomas-dAquin	0	0.0	8	4.0	1026.0	Apartment
1649087	8748416	Entire home/apt	France	Paris	Petit-Montrouge	11	5.0	2	0.0	79.0	Apartment
20044882	4034078	Entire home/apt	France	Paris	Parc-de-Montsouris	0	0.0	2	0.0	66.0	Apartment
20090540	14118056	Entire home/apt	France	Paris	Petit-Montrouge	0	0.0	3	1.0	66.0	Apartment
20008905	73746551	Entire home/apt	France	Paris	Petit-Montrouge	0	0.0	2	1.0	78.0	Apartment
20082221	49809367	Entire home/apt	France	Paris	Montparnasse	0	0.0	2	1.0	78.0	Apartment
5152832	26643935	Entire home/apt	France	Paris	Gare	15	4.0	3	2.0	79.0	Apartment
20053183	41652903	Entire home/apt	France	Paris	Salpêtrière	0	0.0	2	0.0	66.0	Apartment
13710534	76690235	Entire home/apt	France	Paris	Gare	12	5.0	4	1.0	73.0	Apartment
3057393	15562829	Entire home/apt	France	Paris	Picpus	6	5.0	2	1.0	72.0	Apartment
13096163	62115261	Entire home/apt	France	Paris	Picpus	6	4.5	2	1.0	72.0	Apartment
2280042	11644434	Entire home/apt	France	Paris	Saint-Fargeau	0	0.0	3	1.0	72.0	Apartment
19708887	138140156	Entire home/apt	France	Paris	Auteuil	2	0.0	3	1.0	66.0	Apartment
12319934	38233778	Entire home/apt	France	Paris	Auteuil	0	0.0	4	1.0	79.0	Apartment
17913233	2553933	Entire home/apt	France	Paris	Auteuil	2	0.0	2	1.0	72.0	Apartment
13104344	47131723	Entire home/apt	France	Paris	Muette	1	0.0	2	1.0	79.0	Apartment
9638757	30786569	Entire home/apt	France	Paris	Auteuil	1	0.0	2	0.0	66.0	Apartment
19838840	83461066	Entire home/apt	France	Paris	Muette	0	0.0	2	0.0	68.0	Apartment
14080132	41171672	Entire home/apt	France	Paris	Auteuil	0	0.0	2	1.0	78.0	Apartment
19068065	130445474	Entire home/apt	France	Paris	Javel 15Art	0	0.0	3	1.0	78.0	Apartment
16363001	88324664	Entire home/apt	France	Paris	Javel 15Art	5	4.5	2	1.0	71.0	Apartment
15750409	48970944	Entire home/apt	France	Paris	Saint-Lambert	6	5.0	2	1.0	72.0	Apartment
20115385	14921034	Entire home/apt	France	Paris	Grenelle	0	0.0	2	0.0	72.0	Other
6143152	17157542	Entire home/apt	France	Paris	Ecole-Militaire	19	4.5	2	1.0	72.0	Apartment
19321920	38586199	Entire home/apt	France	Paris	Saint-Lambert	5	5.0	2	0.0	78.0	Apartment
20135942	14531145	Entire home/apt	France	Paris	Saint-Lambert	0	0.0	3	1.0	78.0	Apartment
6210740	21476770	Entire home/apt	France	Paris	Grenelle	0	0.0	3	0.0	68.0	Apartment
11225401	19464557	Entire home/apt	France	Paris	Muette	45	4.5	3	1.0	71.0	Apartment
20077879	142613259	Entire home/apt	France	Paris	Javel 15Art	0	0.0	2	1.0	72.0	Apartment
20022568	47855175	Entire home/apt	France	Paris	Saint-Lambert	0	0.0	3	1.0	78.0	Apartment
20129645	143116938	Entire home/apt	France	Paris	Grenelle	0	0.0	2	0.0	82.0	Condominium
20131764	86165979	Entire home/apt	France	Paris	Necker	0	0.0	2	0.0	72.0	Apartment
3445759	17360557	Entire home/apt	France	Paris	Montparnasse	6	3.5	4	0.0	76.0	Apartment
2325134	11876710	Entire home/apt	France	Paris	Notre-Dame-des-Champs	19	5.0	2	0.0	72.0	Apartment
3778727	19380703	Entire home/apt	France	Paris	Invalides	15	4.5	2	1.0	78.0	Apartment
2855366	6035463	Entire home/apt	France	Paris	Saint-Thomas-dAquin	16	4.5	2	1.0	66.0	Apartment
4515628	23290655	Entire home/apt	France	Paris	Invalides	14	4.5	2	0.0	72.0	Apartment
16237438	106134268	Entire home/apt	France	Paris	Muette	2	0.0	2	0.0	66.0	Apartment
19136979	4614545	Entire home/apt	France	Paris	Plaine-Monceau	5	5.0	3	0.0	81.0	Apartment
17102138	46093189	Entire home/apt	France	Paris	Rochechouart	12	5.0	2	0.0	73.0	Apartment
20021318	17724323	Entire home/apt	France	Paris	Arts-et-Metiers	0	0.0	2	1.0	66.0	Apartment
20005885	113629383	Entire home/apt	France	Paris	Grenelle	0	0.0	3	1.0	72.0	Apartment
9248025	17933171	Entire home/apt	France	Paris	Champs-Elysées	27	4.0	2	0.0	66.0	Apartment
6412997	33198901	Entire home/apt	France	Paris	Chaillot	3	2.5	2	0.0	65.0	Apartment
4963364	7999287	Entire home/apt	France	Paris	Plaine-Monceau	13	4.5	3	1.0	78.0	Apartment
19494599	136859987	Entire home/apt	France	Paris	Plaine-Monceau	0	0.0	2	1.0	72.0	Apartment
20022170	127679621	Entire home/apt	France	Paris	Madeleine	0	0.0	2	0.0	78.0	Apartment
20120439	115150116	Entire home/apt	France	Paris	Madeleine	0	0.0	2	0.0	78.0	Apartment
19065584	133093948	Entire home/apt	France	Paris	Epinettes	3	3.0	4	1.0	66.0	Apartment
19238096	19762778	Entire home/apt	France	Paris	Epinettes	0	0.0	4	2.0	71.0	Apartment
17916495	29509086	Entire home/apt	France	Paris	Epinettes	1	0.0	2	0.0	78.0	Apartment
20064027	42107286	Entire home/apt	France	Paris	Saint-Georges	0	0.0	4	2.0	59.0	Apartment
20081454	35883687	Entire home/apt	France	Paris	Faubourg-Montmartre	0	0.0	2	0.0	61.0	Apartment
20068075	106101529	Entire home/apt	France	Paris	Bonne-Nouvelle	0	0.0	4	0.0	58.0	Apartment
20081270	48583741	Entire home/apt	France	Paris	Clignancourt	0	0.0	2	0.0	61.0	Apartment
20085688	142807591	Entire home/apt	France	Paris	Rochechouart	0	0.0	2	0.0	61.0	Apartment
6742226	23621558	Entire home/apt	France	Paris	Porte-Saint-Martin	45	4.5	2	1.0	55.0	Apartment
7316196	31353338	Entire home/apt	France	Paris	Hôpital-Saint-Louis	69	4.5	2	0.0	61.0	Apartment
20052666	18445200	Entire home/apt	France	Paris	Clignancourt	0	0.0	3	1.0	61.0	Apartment
20086569	78124857	Entire home/apt	France	Paris	Grandes-Carrières	0	0.0	2	0.0	48.0	Apartment
19965282	3130587	Entire home/apt	France	Paris	Clignancourt	0	0.0	3	1.0	54.0	Apartment
3470909	6692509	Entire home/apt	France	Paris	Grandes-Carrières	0	0.0	2	0.0	46.0	Apartment
15990057	52076052	Entire home/apt	France	Paris	La Chapelle	12	4.0	3	1.0	44.0	Apartment
20041421	3782514	Entire home/apt	France	Paris	La Chapelle	0	0.0	4	0.0	46.0	Apartment
20092804	142881393	Entire home/apt	France	Paris	Goutte-dOr	0	0.0	4	1.0	47.0	Apartment
20129998	37868849	Entire home/apt	France	Paris	Hôpital-Saint-Louis	0	0.0	2	1.0	48.0	Apartment
14370697	25316104	Entire home/apt	France	Paris	Saint-Georges	3	4.5	2	1.0	55.0	Apartment
20133559	15121876	Entire home/apt	France	Paris	Rochechouart	0	0.0	2	0.0	55.0	Apartment
20043258	8664273	Entire home/apt	France	Paris	Folie-Méricourt	0	0.0	2	1.0	61.0	Apartment
20047859	10094124	Entire home/apt	France	Paris	Saint-Fargeau	0	0.0	4	1.0	61.0	Apartment
20132493	20437372	Entire home/apt	France	Paris	Belleville	0	0.0	4	1.0	61.0	Apartment
20084809	116679469	Entire home/apt	France	Paris	Père-Lachaise	0	0.0	4	1.0	48.0	Apartment
20119958	96582062	Entire home/apt	France	Paris	Villette	0	0.0	3	1.0	61.0	Apartment
20079258	35778725	Entire home/apt	France	Paris	Villette	0	0.0	3	1.0	44.0	Apartment
20042318	142276597	Entire home/apt	France	Paris	Combat	0	0.0	2	1.0	42.0	Apartment
20046224	88655706	Entire home/apt	France	Paris	Hôpital-Saint-Louis	0	0.0	2	0.0	48.0	Apartment
20101138	142946744	Entire home/apt	France	Paris	Clignancourt	0	0.0	2	0.0	61.0	Apartment
7424074	38890290	Entire home/apt	France	Paris	Epinettes	0	0.0	2	1.0	57.0	Apartment
19119244	9279693	Entire home/apt	France	Paris	Grandes-Carrières	0	0.0	2	0.0	43.0	Apartment
19961947	24171959	Entire home/apt	France	Paris	Grandes-Carrières	0	0.0	4	1.0	61.0	Apartment
20046144	25542829	Entire home/apt	France	Paris	Clignancourt	0	0.0	2	1.0	61.0	Dorm
15693975	96774513	Entire home/apt	France	Paris	Clignancourt	0	0.0	2	1.0	55.0	Apartment
20046228	7545699	Entire home/apt	France	Paris	Goutte-dOr	0	0.0	2	1.0	61.0	Apartment
3164039	89971129	Entire home/apt	France	Paris	La Chapelle	0	0.0	2	1.0	55.0	Apartment
6039305	31342638	Entire home/apt	France	Paris	La Chapelle	18	4.0	4	0.0	61.0	Apartment
18369322	127132833	Entire home/apt	France	Paris	Goutte-dOr	2	0.0	2	0.0	54.0	Apartment
20134898	10278253	Entire home/apt	France	Paris	Goutte-dOr	0	0.0	2	1.0	61.0	Apartment
20006653	142001804	Entire home/apt	France	Paris	Clignancourt	0	0.0	2	0.0	48.0	Apartment
20047285	100340855	Entire home/apt	France	Paris	Grandes-Carrières	0	0.0	2	0.0	61.0	Apartment
19956885	53333155	Entire home/apt	France	Paris	Clignancourt	0	0.0	3	1.0	55.0	Apartment
18015134	72752048	Entire home/apt	France	Paris	La Chapelle	0	0.0	2	1.0	48.0	Apartment
20092511	31900121	Entire home/apt	France	Paris	Grandes-Carrières	0	0.0	2	0.0	58.0	Apartment
4601494	22199366	Entire home/apt	France	Paris	Pont-de-Flandre	8	4.0	2	2.0	58.0	Apartment
1575999	7799476	Entire home/apt	France	Paris	Odeon	20	4.5	8	3.0	833.0	Apartment
19032955	12204082	Entire home/apt	France	Paris	Muette	1	0.0	12	5.0	724.0	House
18066945	2856748	Entire home/apt	France	Paris	Saint-Vincent-de-Paul	0	0.0	11	6.0	966.0	Apartment
19167346	2856748	Entire home/apt	France	Paris	Invalides	0	0.0	6	3.0	845.0	Apartment
17457534	94212478	Entire home/apt	France	Paris	Sainte-Marguerite	0	0.0	6	3.0	858.0	Apartment
16222687	5633779	Entire home/apt	France	Paris	Rochechouart	0	0.0	4	3.0	845.0	Apartment
19707714	54987	Entire home/apt	France	Paris	Monnaie	0	0.0	6	3.0	1026.0	Apartment
5814961	8816961	Entire home/apt	France	Paris	Chaillot	2	0.0	10	4.0	922.0	House
19692176	54987	Entire home/apt	France	Paris	Mail	0	0.0	8	4.0	905.0	Apartment
18147361	2856748	Entire home/apt	France	Paris	Enfants-Rouges	0	0.0	6	3.0	845.0	Apartment
8670791	8816961	Entire home/apt	France	Paris	Chaillot	23	5.0	6	2.0	724.0	Apartment
17160791	2856748	Entire home/apt	France	Paris	Muette	0	0.0	6	5.0	966.0	Apartment
19112330	76104209	Entire home/apt	France	Paris	Invalides	1	0.0	6	3.0	724.0	Apartment
